"ProteinID","n_proteins","protein_score","n_peptides","MDA_GD3","MDA_GD2","MDA_GD1","MDA_HG1","MDA_HG3","MDA_HG2","MDA_GD1","MDA_GD2","MDA_GD3","MDA_HG1","MDA_HG2","MDA_HG3","MDA_GD1_sim","MDA_GD2_sim","MDA_GD3_sim","MDA_HG1_sim","MDA_HG2_sim","MDA_HG3_sim"
"sp|Q14185|DOCK1_HUMAN",1,0.635328049,1,0,0,0,35335460,0,0,NA,NA,NA,17.3803975502762,NA,NA,NA,NA,NA,17.5488234958753,17.8401192040001,17.5216322750085
"sp|Q14192|FHL2_HUMAN",1,1,10,495298900,341802168,272481774,285077426,202546380,271591852,19.423082285427,19.6497426715162,20.0206719766798,19.4682713715127,19.4198109531988,19.1264794553229,19.8540208450288,19.8292633926639,19.8226653716855,19.2339429542006,19.1582801797125,19.3721622696316
"sp|Q14197|ICT1_HUMAN",1,0.999999997,3,61283352,0,0,55102472,50425792,0,NA,NA,17.9310187816395,17.8247051370006,NA,17.736013348176,18.489984403355,18.2610827672569,17.8272773439975,17.8013162024801,17.7651309013435,17.8295100948698
"sp|Q14203|DCTN1_HUMAN",1,1,12,224830988,184702792,301500678,208906696,476405604,220980960,19.5242828228852,19.0342585614602,19.2308595134589,19.1573982796273,19.2135871019244,19.9817801586004,19.351040121002,18.8774601637754,19.158674404791,19.3172348277511,19.2544215314802,20.1123176809403
"sp|Q14204|DYHC1_HUMAN",1,1,25,260510588,642642318,491826162,0,98383722,103311228,20.0136358827528,20.2810988568195,19.3781540632453,NA,18.45325662131,18.4043859215087,19.6835709333931,19.6295097506035,19.7794568841238,18.3887362494021,18.379933894048,18.4754742020912
"sp|Q14232|EI2BA_HUMAN",1,1,6,176769304,193450088,199408404,61451408,95331498,71853136,19.1108655610432,19.0805300940086,18.9903560731846,17.9337573066512,18.0901348160226,18.3728708281824,19.0637691737415,19.1338757745739,18.9809559049738,18.0385077191982,18.7702107505953,18.2072770259968
"sp|Q14240|IF4A2_HUMAN",1,1,5,219806720,210750118,191124592,406599896,183247440,420311384,19.0684360874826,19.1661837147512,19.2082591727149,19.8233402033789,19.8565063850237,19.0263479286471,19.211966719203,19.0579731533222,19.0398962579706,19.4484868180807,20.668086725955,19.8620353009884
"sp|Q14241|ELOA1_HUMAN",1,1,2,24822910,51752910,52335060,71744100,65894880,70348000,17.7731770677308,17.7619912204129,17.0272775750261,18.0886161792578,18.0689649118384,18.0035713029795,17.1415082816174,17.0116309341268,17.7378572264709,18.1203922514517,18.044927805275,18.0109000557785
"sp|Q14244|MAP7_HUMAN",1,1,6,92497944,306116172,282492478,221557760,233732104,302724312,19.4591624816476,19.5394752349278,18.3426969752086,19.2161938809499,19.5283330879124,19.2696861627744,18.6491353397602,18.9971660454236,19.2232428286491,19.4372768158298,19.4758286909274,19.4311579137611
"sp|Q14247|SRC8_HUMAN",1,1,24,3099864232,3167591656,3587020228,2438616944,2978711819,3162275032,22.0005876747335,21.8762374061261,21.8546241513494,21.6146968893153,21.8745575523433,21.8147567685024,21.9807872522895,21.7224649909469,21.8628895992415,21.837069424782,22.0053333193635,21.7190132970449
"sp|Q14254|FLOT2_HUMAN",1,1,8,1182721077,0,36448928,1354588880,1219095784,1315199566,17.4114226058356,NA,20.8910836181499,21.026763835646,20.9972542522783,20.9213752602405,21.5063495308743,21.7035249240664,16.3769902351813,20.9632258238217,20.9453555700888,21.1110452188716
"sp|Q14257|RCN2_HUMAN",1,1,7,216662310,214977075.7,274457610.5,474913550,517565601,348525498,19.4303073825812,19.186041955756,19.1938505242914,19.9786433454349,19.6692219504813,20.0646468402872,19.1560603129016,19.2621207397496,19.5473738695703,19.8040961254527,19.9873370752844,19.7228732998081
"sp|Q14258|TRI25_HUMAN",1,1,8,267169378,367159822,342434844,126300598,221447398,138598050,19.6515919610729,19.7213077935128,19.4033933897659,18.654175322068,18.747088575357,19.2156956384338,19.7199972236283,19.4304123786648,19.7343486750482,18.6380676242637,18.5993746721836,18.4005619612666
"sp|Q14318|FKBP8_HUMAN",1,1,5,127655290,225839072,132216226,570159246,605526842,542482776,18.6999492161255,19.2353332327973,18.6648441422345,20.1614262587212,20.1116668935661,20.2216094502804,19.3415625663879,18.8815572623875,18.6301615042361,20.0260422325697,20.2327065823945,20.224704407074
"sp|Q14320|FA50A_HUMAN",1,1,5,332039088,106401504,127194508,257201104,270239296,315329632,18.6612280318376,18.4827302701103,19.6207632548903,19.365368842698,19.5691291004356,19.4148184059286,19.0920448899044,18.9901337015364,19.6559825179706,19.5049568369151,19.4400711753166,19.362093796695
"sp|Q14331|FRG1_HUMAN",1,1,1,69408712,85181272,0,53514048,0,26446420,NA,18.2602921554307,18.0555229507396,17.7954547568375,17.0906313573915,NA,18.1489944509844,18.1740115784867,18.0694037483686,17.9465180326305,16.4818339338831,17.1288437628816
"sp|Q14344|GNA13_HUMAN",1,1,2,0,0,9554462,37533810,38506010,14564250,16.0725188284721,NA,NA,17.4407526847435,16.494080453744,17.4663248909712,15.9460788000081,16.5063949627303,16.4430082804768,17.0110536240016,16.8130596833744,17.6736089046502
"sp|Q14376|GALE_HUMAN",1,1,6,382464218,354590920,270321864,371064618,274846412,362349858,19.4151238958778,19.6864753449596,19.7621456591426,19.7318867779122,19.7081207616332,19.4317229977924,19.3323779827707,19.5139749007786,19.6006070392096,19.25868368319,19.6891967111603,19.3660795165961
"sp|Q14435|GALT3_HUMAN",1,1,6,0,65689728,66349860,293814988,341538700,281395318,18.0104522087177,18.0004531241994,NA,19.4984608346983,19.4552710642688,19.648971554127,17.9952010344283,18.0027368583577,18.0101695951616,19.5919598064962,19.5131397056118,19.7243104473552
"sp|Q14444|CAPR1_HUMAN",1,1,14,1359891582,2359595544,2069032142,3645583306,3155775152,2515528310,21.4503467706302,21.5817560616357,21.030670814399,22.0167822186847,21.6457486820561,21.8724999927786,21.2101882718975,20.9695157845237,21.3813390623339,21.9322051187161,21.6507631375137,21.8102580957384
"sp|Q14451|GRB7_HUMAN",1,0.942099974,3,0,0,250827084,0,0,0,19.3402743513231,NA,NA,NA,NA,NA,18.8668824675859,19.126698070388,19.2281225867917,NA,NA,NA
"sp|Q14498|RBM39_HUMAN",1,1,11,346738706,805874002,766344940,1276321808,1125831010,1192584828,20.4571429396602,20.5074379631888,19.6640820456122,20.9672481906987,20.899388912788,20.8417872754718,20.0044937337987,20.8581859998387,20.6300118463127,20.9859029069985,20.880538030593,20.9070658976619
"sp|Q14517|FAT1_HUMAN",1,0.99997987,4,0,0,30122150,12932696,1245877,0,17.2207713394906,NA,NA,16.3752692363607,NA,14.035350257566,17.1945083064995,17.3388980730131,17.399868811529,16.5223867334611,14.6943389992311,18.162581551399
"sp|Q14542|S29A2_HUMAN",1,1,1,8594309,10718410,12924200,38724200,36665360,38349360,16.3746120808919,16.1874733817108,15.9666107979884,17.4719752855645,17.4622483972419,17.41734299809,16.684066614598,16.4703215171195,16.0904356033221,17.4978492326858,17.452177871155,17.4452686866667
"sp|Q14554|PDIA5_HUMAN",1,0.999896311,1,0,79765712,42636940,26570340,33008410,34929740,17.5682315716445,18.1946042958982,NA,17.095306114041,17.368849173297,17.3122729354472,17.6606628954574,17.8006085046853,18.3414865937405,17.441760988102,17.1078396059224,17.4874751210465
"sp|Q14558|KPRA_HUMAN",1,1,5,110370442,30514610,20658320,13487960,47089840,30071900,16.8436287017957,17.2337161432794,18.5193529204525,16.4173079936203,17.2191017388681,17.667567824465,16.8115468697236,17.7938715182097,16.5117165829371,16.7459345634263,17.7428892999845,16.8943294711762
"sp|Q14562|DHX8_HUMAN",1,0.999954394,2,0,0,0,10573150,62294160,67386720,NA,NA,NA,16.1738283266943,18.0259585238281,17.9473782393959,NA,NA,NA,16.1256514024622,15.6908932978324,17.8491994065045
"sp|Q14566|MCM6_HUMAN",1,1,21,632334139,1002916366,914475015,1044850612,1126810196,1223004712,20.6338607044816,20.7261779586011,20.2649285133474,20.7671397571202,20.924576546465,20.8426566425589,20.3867941740154,20.3916726273626,20.2294684661676,20.8569930266843,20.8867965581006,20.8293488471165
"sp|Q14573|ITPR3_HUMAN",1,1,8,38638728.63,148619180,53119868,278831998,89971490,99037384,17.7880615781896,18.8168977532514,17.469765663817,19.4461200007098,18.4110079529814,18.3150034003321,18.0419747758707,17.4107005676539,18.3440965130577,19.7996401252146,19.5114795119332,19.1441356225567
"sp|Q14651|PLSI_HUMAN",1,1,4,143008339,157731182,239029002,197799956,179375160,201092362,19.2920954498141,18.8764027622541,18.7784135012093,19.1027667547059,19.1192748729177,19.0049900364638,19.1072859515682,18.7901566345024,19.6644155961521,19.0490110035436,19.1235033341847,19.0352946577051
"sp|Q14671|PUM1_HUMAN",1,0.711693134,3,44806720,0,48263072,139826496,178978188,128245104,17.6921772713362,NA,17.6178686861363,18.7559128977028,18.6694538658479,19.0027745016315,17.6192110761993,17.6274489172681,17.652571180689,18.6065616871812,18.6447361076274,18.9940967738297
"sp|Q14676|MDC1_HUMAN",1,1,2,0,0,0,38688040,113967388,37472312,NA,NA,NA,17.4710410663084,17.4391128715618,18.5514228952575,NA,NA,NA,17.7636719641821,17.5562113356396,17.4605127255265
"sp|Q14677|EPN4_HUMAN",1,1,9,496147336,433491608,451131562,583900908,469206900.9,475477128,19.927269566679,19.8873829952893,20.0223834889662,20.1852418483134,19.9798293378465,19.9665543824359,19.9239701880916,19.9856040234185,20.0067675875851,20.1117593259832,20.0880812998289,20.031602455531
"sp|Q14679|TTLL4_HUMAN",1,0.82963377,1,0,30403850,33135430,39816152,33543690,36104180,17.3161136606347,17.2300798030945,NA,17.499783217074,17.4019192060737,17.3283593261969,17.2295200281242,17.2881832041121,17.2744404781427,17.3887435323936,17.4342596169999,17.4466052386633
"sp|Q14683|SMC1A_HUMAN",1,0.999999884,5,0,55711830,22125720,73541360,109924425.9,58250860,16.9122512907017,17.8357030701382,NA,18.1133585270034,17.8802694142496,18.5153036503657,17.4712649642103,17.362770885967,16.9866625429332,18.1415898090398,18.1021742536969,18.1622410731702
"sp|Q14684|RRP1B_HUMAN",1,1,10,124268438,297464920,234348446,439741388,320556644,391347762,19.2723196512037,19.5108068600309,18.6379546062979,19.9016973575357,19.7851071395326,19.5855695550584,19.3973440059026,19.0337770258714,18.8934544754285,19.212107729676,19.7773659326478,19.9167560650072
"sp|Q14687|GSE1_HUMAN",1,0.998774796,1,0,0,18594660,0,0,0,16.7383850006891,NA,NA,NA,NA,NA,16.7193409590358,17.0619263999235,16.2710002458134,NA,NA,NA
"sp|Q14690|RRP5_HUMAN",1,1,6,26094320,100786972,107264391,146359610,116511516,207612198,18.490807288589,18.4285196592168,17.0772282240882,18.8015772334493,19.1511824647553,18.5735006758701,17.8304028432748,18.7636222304923,17.6582624613182,19.1686928487431,19.5437109135274,18.7405800420321
"sp|Q14691|PSF1_HUMAN",1,0.999997397,3,0,0,0,27970510,24704083,91649512,NA,NA,NA,17.1466612988339,18.3334822076313,17.0224790915808,NA,NA,NA,17.2635647108917,17.4219019653557,17.1011070847473
"sp|Q14692|BMS1_HUMAN",1,1,5,80523080,145226192,90489620,98451990,36163520,61234960,18.3207457059595,18.7938030297624,18.2040544093704,18.4050795761514,17.9302288262161,17.4035614338833,18.548085507045,18.6396546866515,18.4582607746171,17.9852310332643,17.2467152295935,18.1929787570649
"sp|Q14694|UBP10_HUMAN",1,1,13,78626330,222317320,250846626,316304556,334923304,365197208,19.340352258535,19.2196162886299,18.1802171885811,19.5722160922189,19.7159480615299,19.6294121202942,18.8077134444309,18.3802187787065,17.9441669119703,19.59665377152,19.7013997132938,19.6699845224847
"sp|Q14696|MESD_HUMAN",1,0.99990421,3,44505728,22163500,69857696,43461980,81670848,87999952,18.0619708165529,16.9139573496101,17.611128457954,17.5873970908896,18.2928468269878,18.2182076785302,17.9533107165418,18.0125024654028,17.205576221628,18.4765783861511,17.2119355509596,18.4823991891586
"sp|Q14697|GANAB_HUMAN",1,1,42,9606488684,12598721509,12849940736,19287545266,17769435758,19191383949,23.2766050362926,23.256861178216,22.9857046116829,23.6827254015416,23.6777272626043,23.6007457261046,23.2829109875086,23.3629847218935,23.4781578129603,23.6028092126342,23.691439413921,23.6934341621436
"sp|Q14728|MFS10_HUMAN",1,1,1,8465043,0,9371945,13085550,0,13778820,16.053231210048,NA,15.9514556532766,16.3870191259251,16.4386431885334,NA,15.9346793179546,15.9576129716876,16.0680480974851,16.4088939651511,16.4194200927815,16.4023994697088
"sp|Q14738|2A5D_HUMAN",1,0.99999828,3,15017160,14205520,15579350,14912750,0,64237199,16.5614568773825,16.469141179429,16.5247041051971,16.5177271097071,17.9780930245351,NA,16.586399794873,16.4615310119186,16.5110993265506,17.4003001734676,17.8835215000749,17.0275852586769
"sp|Q14739|LBR_HUMAN",1,1,3,195017126,25154850,241246362,170109596,246055016,140569820,19.3013292182769,17.0405612788606,19.0885979383126,18.9519534696491,18.7612148628063,19.3210657111689,19.1466436378421,20.8121187228117,20.2808747951005,19.1912783416937,19.3264295930523,18.9001344678907
"sp|Q14746|COG2_HUMAN",1,1,3,15518830,19083320,28188065,47523290,19440090,21186540,17.1544092193722,16.7643252130403,16.5575646832797,17.6767304646288,16.8688766323439,16.7828479866155,16.7936929785072,17.1453550817656,16.9275448858327,16.7976701461019,17.3147172946741,17.1616555720332
"sp|Q14764|MVP_HUMAN",1,1,5,84057902,78759433,89601498,59903990.13,52072628,53452410,18.3108825965554,18.1819086126235,18.2470164288667,17.9082536740558,17.794302283287,17.7681499943859,18.1862038249754,18.4372155992637,18.1596592494848,17.7798047014155,17.9056918948724,17.8702172628004
"sp|Q14789|GOGB1_HUMAN",1,1,38,474110592,440762572,389774143,1022520172,1274587647,836561633,19.7810780088201,19.9040169029421,19.976951168901,20.745536173804,20.5448107552944,20.9658885491295,19.8079443386089,20.1410409964047,19.8462998885561,20.6521118085276,20.7151862026102,20.624062816902
"sp|Q14790|CASP8_HUMAN",1,1,3,0,3990723,0,100805696,6148483,0,NA,15.1994829754583,NA,18.4287054199415,NA,15.6317159426888,15.3090118297598,15.0108766106525,15.0234930458212,13.8942171294737,20.6885374516735,21.3918164926465
"sp|Q147X3|NAA30_HUMAN",1,1,3,33394280,0,0,0,379998912,0,NA,NA,17.3238951857957,NA,NA,19.7556789475227,17.0883368565493,17.1255493041662,16.7584470736333,19.691348940055,20.2672288073326,19.7417306528354
"sp|Q14802|FXYD3_HUMAN",1,1,1,402197188,493420228,494711748,1708151552,1771893416,1753763440,20.0194858236419,20.0168717583817,19.8124530437319,21.2586776590556,21.2850298529296,21.2953145383361,19.8399247555429,19.9488606520882,20.0470294531446,21.2981553262855,21.2548865229489,21.2622844313626
"sp|Q14847|LASP1_HUMAN",1,1,5,622256663,394869924,481177096,221439662,303972912,200388000,19.9917459432595,19.794066962303,20.2488632070695,19.2156607040196,19.1157660451426,19.5324491501372,20.1998683346632,20.2963900566459,19.9872451994763,19.5179444381579,19.3612456772124,19.1337653611654
"sp|Q14966|ZN638_HUMAN",1,1,4,15765650,27605400,17607570,59661600,80902638,73500800,16.6838394811724,17.1335219637239,16.5733440806854,17.9041991553302,18.1128068484776,18.2087569896553,16.8248448438756,17.0558745996625,16.6491646865538,18.0764800388842,18.0080542254188,18.0844073116201
"sp|Q14974|IMB1_HUMAN",1,1,34,3464140498,4320643467,5035388030,4735015959,4749804157,4990328360,22.3397564266817,22.1866701788048,21.9657303862929,22.2782509340117,22.3307675481521,22.2813692240377,22.1633931769825,22.2596828301176,21.8480883419646,22.2799479721251,22.297929319536,22.2799603748636
"sp|Q14978|NOLC1_HUMAN",1,1,13,809455480,1203427610,698951358,2852869436,2777780826,3176293584,20.3650917097939,20.9084396638146,20.5118723326579,21.7715911443731,21.8789808143463,21.7449181818378,20.6887490996919,21.1493488503405,20.6995573177633,21.8318450336941,21.7547723425309,21.7759473369167
"sp|Q14980|NUMA1_HUMAN",1,1,68,1670497110,2699753467,2512250868,7053112946,7674034434,7783829943,21.6444449484003,21.7164262972693,21.2363870897386,22.676734908939,22.7753143345976,22.7611083158604,21.3288381162506,21.2850340261253,21.4619978778647,22.7107728353461,22.6628073996364,22.6556948960499
"sp|Q14997|PSME4_HUMAN",1,0.99999986,6,38703737,66216329,47382268,8272012,53923510,32848553,17.6737586238481,18.0084376521227,17.4714467166456,15.9283883264063,17.3074182532185,17.8030771188888,17.2275087521916,17.6560992540329,17.7623612327886,16.9736650389595,16.8393495102198,17.2755369597434
"sp|Q14C86|GAPD1_HUMAN",1,1,4,45165970,49682372,97313928,0,11530170,82412448,18.3934526818246,17.7211607400214,17.6258544851427,NA,18.2272470514312,16.2604776362823,18.0276351269598,17.5582695968717,18.4560387476622,15.4219470573372,17.7253610327501,18.5747771039298
"sp|Q15004|PAF15_HUMAN",1,0.706300759,1,0,0,0,0,49871928,0,NA,NA,NA,NA,NA,17.7249688372924,NA,NA,NA,17.9617862586304,17.5159084398277,17.4881367912192
"sp|Q15005|SPCS2_HUMAN",1,1,2,9839592,22991610,36335818,0,0,0,17.4083145345082,16.9506399247354,16.1019248047542,NA,NA,NA,17.0380008608957,17.0712703086437,16.1411171561347,NA,NA,NA
"sp|Q15006|EMC2_HUMAN",1,1,4,72965690,149182768,90406510,252931992,95057228,386529018,18.3198268360439,18.8206827430852,18.105499888628,19.3486312042328,19.7727175020868,18.3699896681948,18.3613673885427,18.8149075031849,18.7507103012256,18.6834372135599,20.0917748170003,21.39905226455
"sp|Q15007|FL2D_HUMAN",1,1,4,24944430,32612300,31200920,158349668,151868752,255408288,17.2559581395245,17.3002000757905,17.0321611087456,18.8803162343253,19.3583739520934,18.8385272321182,17.2343830137592,16.95088047111,17.1142065939413,18.7469165769054,19.2485108063867,19.6581922899642
"sp|Q15008|PSMD6_HUMAN",1,1,15,809718464,1712507415,524729424,844733204,778638370,405700934,20.0783933048434,21.2612244580183,20.5121971699038,20.5545314005554,19.8211268303678,20.4730572726867,21.4734901163816,19.6566189996129,21.0137018156229,19.8964839526733,20.3769865554858,20.4510919504241
"sp|Q15011|HERP1_HUMAN",1,0.999948152,1,32219310,0,0,0,0,0,NA,NA,17.2880765202138,NA,NA,NA,17.0834408979288,17.3055617939781,17.1636138901915,NA,NA,NA
"sp|Q15018|ABRX2_HUMAN",1,1,2,68332950,84739150,98816472,0,20779380,21266570,18.4087748694695,18.2550882724303,18.0399026386627,NA,16.872646914182,16.8494717068091,17.9587062564794,18.2824509304009,18.1286390862342,16.8515967763154,16.8577714791592,16.8706385640786
"sp|Q15019|SEPT2_HUMAN",1,1,4,65767875,18422010,20901410,34882060,64669382,41230720,16.8553271787743,16.7290567033594,18.0016420551919,17.3674832148941,17.534694167543,17.9847984171687,16.1205966752588,16.1107785236153,17.7345798308565,17.6937238546778,17.9333542833607,17.8287822381466
"sp|Q15020|SART3_HUMAN",1,1,10,148350330,159619262,298111640,257520756,152077237,70691398,19.5129786051855,18.8883019249207,18.8150871291678,19.3666108806448,18.0738344544405,18.83989908791,19.4504990106525,19.126825652043,19.0524708984907,19.2595566906538,18.7596309021504,18.5216529035359
"sp|Q15024|EXOS7_HUMAN",1,1,2,103467990,35471600,0,0,0,0,NA,17.3842429342749,18.4547728474719,NA,NA,NA,17.9806703842607,16.6320102728392,18.5495650429704,NA,NA,NA
"sp|Q15029|U5S1_HUMAN",1,1,21,567371216,1548865622,1542461294,1764010176,1738925540,3405551016,21.1566452203982,21.1607886431655,20.1565243494082,21.2908555632219,21.9486725890062,21.2765332536905,19.7872954604571,20.6074951028075,21.5158692809379,21.4560188256532,20.5203364733915,21.0573734183612
"sp|Q15031|SYLM_HUMAN",1,0.999961956,3,0,0,0,45592429,0,0,NA,NA,NA,17.6352522299982,NA,NA,NA,NA,NA,17.3699021232745,18.085198934364,17.1122030009004
"sp|Q15036|SNX17_HUMAN",1,0.999982436,2,84481888,17585550,78845728,0,23073240,0,18.1830036910851,16.6825881000574,18.2520477261574,NA,NA,16.9541840624215,18.6970927521294,17.5775540181957,16.3918133525669,16.984533543133,16.4890059678711,17.1150428891402
"sp|Q15041|AR6P1_HUMAN",1,1,1,0,0,214726896,0,568923600,327458304,19.1848775274763,NA,NA,NA,19.6068712889037,20.1592567124252,19.4228392596752,19.5286474007392,18.7968525919653,19.6191871180454,20.1392361291062,19.5993634775041
"sp|Q15042|RB3GP_HUMAN",1,1,7,39741000,189224927,122160670,201689992,166157430,202022309,18.62084770347,19.0584469553753,17.4978939583345,19.1222423834485,19.1238886898614,18.9284462703928,19.1075360069742,18.9499635048074,18.5955672833883,19.120508681919,19.1282595997728,19.1302312145338
"sp|Q15043|S39AE_HUMAN",1,0.999974075,1,0,0,0,30118860,37432168,33551640,NA,NA,NA,17.2206621115741,17.3285963024525,17.4380409996566,NA,NA,NA,17.3042435326308,17.2168197554372,17.4520823729956
"sp|Q15046|SYK_HUMAN",1,1,19,2095226080,2806702944,3384053986,1946324976,1904303724,2532969574,21.9423402318728,21.7552763018647,21.4629272985794,21.3892088036845,21.6526581960501,21.3673822795014,22.2447359021084,21.5386681217648,21.6291102025469,21.6832526888143,21.7131387566271,21.5824515084756
"sp|Q15050|RRS1_HUMAN",1,1,8,176102432,221675238,243155900,220243280,120317950,220361894,19.3092133593768,19.2167239768736,18.9865763837061,19.2102433115319,19.2107817255582,18.6056483801217,19.2507966544725,18.9194033507159,19.157893433114,18.9595313680194,18.7531641352128,18.93701923101
"sp|Q15054|DPOD3_HUMAN",1,1,1,0,3675789,0,0,0,0,NA,15.1172783614632,NA,NA,NA,NA,14.9383039513145,14.7935929510748,14.7721632144257,NA,NA,NA
"sp|Q15056|IF4H_HUMAN",1,1,5,283126512,296851726,469000548,563331030,259725752,444988792,19.9661144948534,19.5087433330484,19.4614043945847,20.1493779884475,19.9135596532965,19.3751368322868,19.6321601690023,19.9369228083138,19.8798807143049,19.7140995931825,19.7744849484281,19.5227919066965
"sp|Q15061|WDR43_HUMAN",1,1,5,101789632,124203950,112517906,34853928,69144330,63399575,18.5386229313879,18.6374355305006,18.4384188101356,17.3666764004406,17.964967715915,18.0517066170516,18.4511016501287,18.5060743784257,18.5412232860352,17.8302980498085,17.975202955746,17.7054734592473
"sp|Q15067|ACOX1_HUMAN",1,1,19,1055185896,1541895820,1580257714,2895173628,3338414582,2772772138,21.1808537808109,21.1562785481969,20.7769827930915,21.7863109213025,21.7431134285485,21.9287618551928,21.2878836214526,20.9732847141509,21.419755678934,21.7674007246781,21.9450587803263,21.9906393887413
"sp|Q15075|EEA1_HUMAN",1,1,9,0,0,47132608,314637064,548721152,383167540,17.6684756336728,NA,NA,19.566930354745,19.7639828927487,20.1231009505845,17.4046931637674,17.7550243514836,17.8734825728061,19.464628667652,19.973679957235,19.6319728909363
"sp|Q15084|PDIA6_HUMAN",1,1,16,10201458874,11304572136,13052532678,14969494802,14696479624,14597937896,23.2922480268275,23.1484730946359,23.045796573872,23.4292802874471,23.4041461156854,23.4108738206903,23.1355722609012,23.3010288833108,23.0887325008778,23.405113163383,23.4087536735106,23.413597381948
"sp|Q15102|PA1B3_HUMAN",1,1,10,1745144912,1891045640,2056884994,1525107142,1510747632,1528706332,21.4444585364772,21.3603957617096,21.2801034332789,21.1453305015871,21.1476876800442,21.1358704857713,21.1700777927846,21.3966817002054,21.3514689972484,21.1402897601086,21.1498613535384,21.1392501757624
"sp|Q15120|PDK3_HUMAN",1,1,2,20166650,21859350,22041880,144394864,35212088,0,16.9084548380667,16.9001393055954,16.8195408078863,18.7880622159234,NA,17.3768999907078,16.85758547103,16.889714731504,16.8818938953983,18.4809100065213,17.613230780404,17.0979532215403
"sp|Q15121|PEA15_HUMAN",1,1,4,134977193,188335474,19251339,10352600,9568050,9359833,16.7730911747205,19.0537353667497,18.7206163813899,16.1527482538577,16.0519380064143,16.0739399809114,18.5680040873217,19.025984188959,19.9491305851181,16.1414007689991,15.936482457982,16.0608729439777
"sp|Q15125|EBP_HUMAN",1,1,3,1307462944,1510690080,2029511468,1572121424,1582369768,2015785628,21.4310609448801,21.13583239,20.9913544123927,21.1756917697007,21.4242748461841,21.1821894134935,21.3983411987027,21.0848648950793,21.1145638335779,21.4496480687934,21.2484481848163,21.1571177387365
"sp|Q15126|PMVK_HUMAN",1,0.999977427,3,43815270,173581936,161682304,124365800,109166000,121487800,18.9011438813292,18.9721602994769,17.5954929447263,18.6387377808579,18.6153244041807,18.5083802174826,19.6850041777461,18.4853386048455,18.4607593114263,18.6253899370483,18.5452800849145,18.6475102759084
"sp|Q15149|PLEC_HUMAN",1,1,55,2349385560,1928923102,1293022841,512132881,521080660,595503668,20.9802486017,21.3802277058971,21.5774196670851,20.054094682534,20.2049181062705,20.071415405393,21.5216633577865,21.2088513652573,21.4307904683357,20.0473535195816,20.2477327347815,20.1272110547296
"sp|Q15154|PCM1_HUMAN",1,1,9,87337112,152560598,33740860,295773826,117752397.1,88791004,17.334220123791,18.843072439018,18.2852860392968,19.5051056188628,18.3017958965243,18.5840946481907,18.6096784427568,18.9887590713105,19.1096466485758,19.0878291387281,18.0196276683737,18.7888549515094
"sp|Q15165|PON2_HUMAN",1,1,4,27349830,57565874,54852400,169489567.8,181191616,67943910,17.8201564994256,17.8684404848114,17.1242208710908,18.948301935988,18.0341930698208,19.015065681187,17.5397130265119,17.5810267926117,17.7343132185991,19.1777629941624,19.4534025014763,18.739758856259
"sp|Q15172|2A5A_HUMAN",1,0.800514432,1,0,0,0,0,0,36264920,NA,NA,NA,NA,17.4063614407935,NA,NA,NA,NA,17.2352303607584,17.0185692129097,17.6497746645187
"sp|Q15181|IPYR_HUMAN",1,1,14,4276500760,4767525340,5054962684,3746802826,3857679046,3675165500,22.3436363073936,22.2850932105794,22.1764009327005,22.0441687335426,22.0248640026108,22.0733315561601,22.2935715289802,22.1945459435382,22.4394756892899,22.0713197401742,22.053021356726,22.0737523878702
"sp|Q15185|TEBP_HUMAN",1,1,8,2725131256,3159976250,3305751675,2838834112,2934576722,2700180288,21.918929720094,21.8738303486942,21.7257824312411,21.7666592808878,21.7165843810608,21.7998290624497,21.8155220405827,21.8416372477022,21.8469351079347,21.7696963308862,21.7298444353401,21.7672018179677
"sp|Q15223|NECT1_HUMAN",1,1,2,0,0,0,0,58181034,55368120,NA,NA,NA,NA,17.8295145348184,17.8790699833038,NA,NA,NA,17.8499848857889,17.8172935632507,17.8592127994917
"sp|Q15233|NONO_HUMAN",1,1,16,1169715293,1472540456,1826843680,3209419850,2492638404,2859198062,21.3258555496527,21.1102549474759,20.880026216828,21.8893560256671,21.7738070245572,21.6366075864432,21.425406958658,21.0751433109461,20.9636159614307,21.6706560041503,21.6586780385756,21.8527794642409
"sp|Q15257|PTPA_HUMAN",1,1,5,139909832,138470294,231097208,258974878,97162017,183745040,19.2583489938216,18.7461663768322,18.7565087159368,19.3722416188204,19.0290597024956,18.3918904214546,18.664306188704,18.6866579747818,19.0794365550883,18.9488092059733,19.5199930418265,18.7288445825325
"sp|Q15262|PTPRK_HUMAN",1,1,2,0,0,0,61449910,60912162,57195988,NA,NA,NA,17.9337329293699,17.86199431403,17.9249434171753,NA,NA,NA,17.9466232276186,17.7844117838096,17.9128682691246
"sp|Q15269|PWP2_HUMAN",1,1,5,34730080,69927568,30557360,53875472,39284720,94964952,17.2351161310964,18.0629705214405,17.3631167282016,17.8021858673707,18.369018455179,17.4863461971643,17.3791897058664,16.9804936379104,17.6411064118641,17.4943042147686,17.3445656196071,17.6740058017323
"sp|Q15274|NADC_HUMAN",1,1,2,0,13143160,27040540,14566280,45783360,24277770,17.1128477793538,16.3914120291708,NA,16.494219826423,17.0050716747975,17.6394312642909,16.7752578354014,16.4413577101108,15.5788596402284,16.8194805338844,17.2136732807388,18.2200967662332
