"ProteinID","n_proteins","protein_score","n_peptides","MDA_GD3","MDA_GD2","MDA_GD1","MDA_HG1","MDA_HG3","MDA_HG2","MDA_GD1","MDA_GD2","MDA_GD3","MDA_HG1","MDA_HG2","MDA_HG3","MDA_GD1_sim","MDA_GD2_sim","MDA_GD3_sim","MDA_HG1_sim","MDA_HG2_sim","MDA_HG3_sim"
"sp|O00571|DDX3X_HUMAN",1,1,6,717793856,753222868,1030777546,1427923730,1048804130,905986122,20.7535792534241,20.4398717154122,20.3916929771538,21.0794872890733,20.6245345460091,20.7709164282397,20.9047720022921,20.7353843484046,20.4256447750567,20.8875136079574,21.0008762939246,20.6224567450945
"sp|O00584|RNT2_HUMAN",1,0.856696732,1,0,0,0,133519800,0,177087296,NA,NA,NA,18.7097603394138,18.9921533666962,NA,NA,NA,NA,18.9671528272358,18.7925978537994,18.6060800429936
"sp|O00592|PODXL_HUMAN",1,1,5,111856140,237902946,185195546,205424365,302942944,162750365,19.0369228302111,19.2873733585509,18.5327241393423,19.1405884706243,18.907728081754,19.5290550421119,19.4905369275784,18.4219300581194,18.9700403415434,18.9285245599872,19.1915033516162,19.675527646681
"sp|O00625|PIR_HUMAN",1,1,1,23772460,21592130,24869030,23478790,26101120,24379170,17.0291338122043,16.8878394544103,16.9840383257779,16.9716080183765,17.0092396371393,17.0774887832496,17.0077953808557,17.0866161914233,17.0333213535883,16.9781311176891,17.0741321051782,17.0956600489848
"sp|O00629|IMA3_HUMAN",1,1,8,391678056,481060082,456162388,573115678,342718422,549514894,19.9383594181202,19.9915027308723,19.7859507746006,20.1665981356301,20.1245464360812,19.6524197408713,19.9498617121288,20.0231701027758,19.8782364312135,19.8921899499127,19.7216203602026,19.9793225377729
"sp|O00743|PPP6_HUMAN",1,1,2,50848320,24642860,24422510,41096660,0,0,17.0110158059676,17.0199977613224,17.744357641565,17.5314374109575,NA,NA,17.7756485913239,16.6860454622275,17.5260608303905,17.0595924394456,17.5165674934034,17.5555849904594
"sp|O00754|MA2B1_HUMAN",1,0.999987128,3,0,0,35666640,175740356,42369072,64349322,17.3897263560942,NA,NA,18.9845182137497,17.9798369558204,17.5619292200735,17.4631549493197,17.254108793476,17.5309644838237,17.9284593533917,18.284447614337,18.1203086678441
"sp|O00762|UBE2C_HUMAN/sp|UBE2C_HUMAN|",2,0.87829383,4,0,2666096,0,76541682,82030690,60943160,NA,14.7961257880747,NA,18.1533460131581,17.9254521844604,18.2226040035003,14.8632377312795,15.0300748216027,14.3776689844058,18.0767238350389,18.157533323055,17.9689761964058
"sp|O00764|PDXK_HUMAN",1,1,12,961012894,922438901,709202694,382223033,285444648,404700340,20.3796519308035,20.6425316997072,20.6834983841182,19.7615148522142,19.8186574499742,19.4695586908556,20.4912337484933,20.5011092810139,20.5982870336178,19.7230474964711,19.6329756499977,19.670563823683
"sp|O00767|ACOD_HUMAN",1,1,3,0,0,0,221596112,173050804,146493304,NA,NA,NA,19.2163669675571,18.8024902788922,18.9690957740909,NA,NA,NA,18.8387863414877,18.606558106871,19.2438465709798
"sp|O14495|PLPP3_HUMAN",1,1,3,10299520,0,0,134995188,123187748,106087472,NA,NA,16.1476078501722,18.720749691323,18.479774519327,18.6292201560665,15.7223167263575,16.4438395819739,16.2160934089841,18.5553326687453,18.4323492279267,18.545144257172
"sp|O14497|ARI1A_HUMAN",1,0.999409484,4,0,12020130,0,834104320,1257082960,1239661702,NA,16.3020933023207,NA,20.5418690364335,20.9381043583732,20.9520597627856,16.155433111619,16.6837860677315,15.9939096732401,20.7784674302061,20.6371817549454,20.6476728525472
"sp|O14523|C2C2L_HUMAN",1,0.999943007,2,0,0,0,211794134,216693696,223597934,NA,NA,NA,19.1711252948085,19.2253600594888,19.1939953751743,NA,NA,NA,19.2211508429146,19.1625001252628,19.1456133761223
"sp|O14545|TRAD1_HUMAN",1,1,1,0,15950170,16802910,0,23850600,28954230,16.6370626436593,16.5849800454455,NA,NA,17.1812268652993,16.9873199322149,16.6093601904447,16.5899794662239,16.6578833323863,17.0629317321914,17.3691563896845,17.0486553427991
"sp|O14561|ACPM_HUMAN",1,1,1,26332010,21984470,22726370,148502904,164556906,144577606,16.9390364822393,16.9058468529605,17.0862958673359,18.8161150715714,18.7893269870925,18.9187670014793,16.9082810096682,17.099314909225,17.0233920749809,18.8390998263253,18.8048546306195,18.826217982378
"sp|O14579|COPE_HUMAN",1,1,11,507274747,503335294,627349462,544280042,507135996,571631502,20.2570142989941,20.0367670944618,20.0445633220746,20.1149744554531,20.1640051144678,20.0442897622728,20.1125531908585,20.2713285185897,19.9934930470887,20.1144114309142,20.172529418467,20.196699926179
"sp|O14617|AP3D1_HUMAN",1,1,8,227167242,282005220,285370836,141372752,71070350,122181688,19.4693000713806,19.4574361393694,19.2411970530781,18.7669105913015,18.6210197407722,18.0791807895131,19.3910407623828,19.411645596219,19.5471374794243,19.3759606256081,18.1830391677025,18.0548584020313
"sp|O14639|ABLM1_HUMAN",1,1,2,19092800,28621550,27446940,103620856,25146810,26720870,17.1277652442961,17.1696704885576,16.7648218585975,18.4562491802703,17.1009554659829,17.0402416074991,16.8681169070823,17.2677432140624,17.2679395358759,17.829408920837,17.6124924757856,17.6138008097364
"sp|O14653|GOSR2_HUMAN",1,1,1,0,0,0,17815950,0,0,NA,NA,NA,16.6956046814493,NA,NA,NA,NA,NA,17.3569189080063,17.1048836626563,16.4337887970468
"sp|O14656|TOR1A_HUMAN",1,0.999979734,2,0,0,0,114728108,0,0,NA,NA,NA,18.5580756087477,NA,NA,NA,NA,NA,18.528388616904,18.5630501964684,18.6805603311244
"sp|O14672|ADA10_HUMAN",1,1,10,35108440,184948752,114693000,419506480,282472510,454795635.7,18.5577695514666,19.0355893284503,17.3739521153717,19.8545895307129,19.9353587237084,19.4590917940814,18.4438059649524,20.5190387396772,17.8103661158811,19.5820603967881,19.4269163786173,19.897741983512
"sp|O14681|EI24_HUMAN",1,0.999760515,2,194633072,116049732,74838144,140787992,175856896,163404808,18.1308382594902,18.5695293813326,19.0866266618891,18.7627657139604,18.9117411646819,18.9851811313556,18.9349819270309,17.9872047552104,18.593681194727,18.7452861449244,18.8051906272804,18.8382568303937
"sp|O14683|P5I11_HUMAN",1,1,2,94604736,41092480,0,214749440,266088128,140454400,NA,17.5313356943559,18.3652180961939,19.1849825111419,18.7603934388985,19.3993381201462,18.541853295168,17.7162256227573,17.3118918011797,19.0901083987448,19.0945230938975,19.1528213347222
"sp|O14684|PTGES_HUMAN",1,1,1,174495808,207885696,222632304,316749408,291697504,306137888,19.2210321075704,19.1524989481525,18.9774112763956,19.5736215081819,19.5395461727996,19.491227878065,18.8894161209275,19.2123474997926,19.2203300593945,19.5786594694403,19.5496783534523,19.4936660002208
"sp|O14732|IMPA2_HUMAN",1,1,3,300077744,353817316,366662652,362305876,306496138,323041676,19.7199527789318,19.6842912813979,19.5195521457144,19.7079993743372,19.5932919007273,19.5407157129349,19.5396069020516,19.5852471712115,19.7849031478817,19.5921542463934,19.5475384281262,19.6632743107583
"sp|O14734|ACOT8_HUMAN",1,0.819869971,1,0,0,0,0,58487848,49791380,NA,NA,NA,NA,17.7233524346432,17.8843295641282,NA,NA,NA,17.9972057393872,17.7335478581922,17.9354760815179
"sp|O14737|PDCD5_HUMAN",1,1,4,462871896,929331242,1046405464,404713280,1205625010,393405938,20.7686267603661,20.6499757908154,19.9529608912614,19.8186894237382,19.7903525578572,20.9102639499187,20.9769900366966,20.5302012672029,21.3428552739475,21.480852432154,20.9302444008373,20.8978343614309
"sp|O14744|ANM5_HUMAN",1,1,13,307210610,404564482,348652848,921502036,210350152,154678508,19.6695872802484,19.8183216933774,19.5430440964018,20.6415155445128,18.8568593789367,19.1642840906057,19.6196284931493,19.6634580483486,19.9310747520604,19.7896455889015,19.8483703752079,20.9989293114386
"sp|O14745|NHRF1_HUMAN",1,1,15,2128652500,2716083604,2362150494,3377884930,2744588562,3327570178,21.5828382673405,21.7224568282015,21.4787549873655,21.9405155902166,21.9255081983192,21.732897014335,21.5688007385219,21.613004361277,21.3524545341494,21.9337010257479,21.8238403447369,21.8754889959065
"sp|O14776|TCRG1_HUMAN",1,0.999999489,6,264238416,158248096,163416400,40327180,234718896,291149356,18.9118121025508,18.8796745873206,19.3923623444784,17.5125362412707,19.4893469443267,19.2738991688714,18.4090905490843,19.1115029722163,19.4694726145398,19.5377350501166,16.7274361086727,19.5903914564211
"sp|O14777|NDC80_HUMAN",1,0.897724651,2,0,0,0,24230880,112242704,0,NA,NA,NA,17.0031384107465,NA,18.5361740847014,NA,NA,NA,17.7351814566041,16.7557169692121,18.3341525639321
"sp|O14787|TNPO2_HUMAN",1,1,5,9473226,80572760,82299666,135229668,120948030,127252854,18.2258776073159,18.2046711850932,16.0639800618517,18.72248513537,18.6616866414342,18.6108715071655,18.0686016613664,18.3220627407944,16.5369894486982,18.6444254030835,18.6956195841607,18.6895858201895
"sp|O14818|PSA7_HUMAN",1,1,6,1228403708,1557154456,1427163614,979408618,1106806586,1122698000,21.0789548247901,21.1661259259058,20.9289813650871,20.7024594964586,20.8390005540076,20.8247447563472,21.1452125821054,20.9774542863803,21.1479646441681,20.6284142548234,20.6744481796686,20.8525755751452
"sp|O14828|SCAM3_HUMAN",1,1,8,412551662,750145226,748068748,829824670,855205544,866136486,20.4330054408063,20.4357773804165,19.8378719971091,20.5367249954765,20.5795530591892,20.5668524003482,19.5325967644833,20.0114303224282,20.5092650529678,20.5688456304629,20.6050385653934,20.558130902916
"sp|O14874|BCKD_HUMAN",1,1,2,0,0,0,47942048,396024512,308911808,NA,NA,NA,17.6855035061248,19.5485663831213,19.796986666293,NA,NA,NA,20.7376545966213,18.288231580281,19.1614550995915
"sp|O14907|TX1B3_HUMAN",1,1,2,39881340,44180408,81218328,84613872,42348688,78982336,18.212651493948,17.6037919908615,17.5014191032958,18.2536087827658,18.1847347904935,17.5614479986533,18.2633949888061,17.6101947416197,18.1222073884655,18.0899354570865,18.3878674008713,17.359518563739
"sp|O14908|GIPC1_HUMAN",1,1,4,67338112,136085220,37655340,189005340,216281563,344791336,17.4439853348222,18.7287918651045,18.0252369344761,19.057285826593,19.6584499688279,19.1920916491951,17.4933178081189,17.2844894660358,18.0364362754457,19.132230682426,19.4892446203863,19.7330297405694
"sp|O14910|LIN7A_HUMAN",1,0.648661346,2,0,89205912,90183808,113071696,140360813,276205312,18.3173604567235,18.3064578733809,NA,18.5435326533567,19.4366550311948,18.759726900911,18.3079944850706,18.3207843112869,18.3152074091769,18.6226947561264,19.4546888121311,18.8311011214797
"sp|O14929|HAT1_HUMAN",1,1,7,342234032,424269168,322896194,392861733,366848170,294670984,19.5928414487281,19.8658786419655,19.6510053650912,19.7889682835013,19.5013699834102,19.720458614697,19.7920541839546,19.7320352504281,19.6776302979999,19.5312221397639,19.7521739407556,19.6472896598124
"sp|O14936|CSKP_HUMAN",1,1,6,63744430,121374164,53854000,139531280,92379322,154868802,17.8017872392166,18.6143885968074,17.9703923656366,18.7537993634807,18.8580888777423,18.3414137236889,18.0619548013114,18.1502291241337,18.4942286215273,19.1110099495506,18.5396205542074,18.7932286740095
"sp|O14950|ML12B_HUMAN/sp|P19105|ML12A_HUMAN",2,0.9832837,4,290574112,499289392,580153345,583790304,892478440,845186708,20.1788030144914,20.0286964295011,19.4873692204797,20.1850524078188,20.5550681171272,20.6095129144635,20.2427477891342,19.9153847370724,19.9054594089314,20.9114529381872,20.6666476172675,20.4955062422721
"sp|O14964|HGS_HUMAN",1,1,5,32659290,37577680,173402402,102543016,100599152,146340590,18.9711254745792,17.4419208150785,17.3016399061399,18.4457929367993,18.801447271119,18.4266543861709,17.5503890075559,17.5675273618146,17.2833575589034,18.3914426349879,18.3209122119212,18.374132703434
"sp|O14967|CLGN_HUMAN",1,0.973063641,2,0,0,226199074,0,0,0,19.2369260279155,NA,NA,NA,NA,NA,19.6348223680061,19.2987288540961,18.6895180794156,NA,NA,NA
"sp|O14974|MYPT1_HUMAN",1,1,6,53145890,59743580,46026560,210528878,37415560,66159372,17.6447291791315,17.9055722953042,17.7885513314462,19.1651333893258,18.0075771164944,17.4375972186437,17.6563665030302,17.8838656097175,17.6086781061587,17.3907794827043,19.587492003036,20.3895983190154
"sp|O14975|S27A2_HUMAN",1,0.999994595,3,0,45413050,16110300,0,9780645,0,16.5949693769537,17.6313100666411,NA,NA,NA,16.0959159907566,17.589612618325,17.7826194583942,15.9365781818912,16.3683488166001,16.4249711797385,15.2073853694487
"sp|O14976|GAK_HUMAN",1,0.714619397,1,36412432,46554072,0,68367240,71690008,68470552,NA,17.656125033694,17.4104208127575,18.0404043204924,18.0419143129897,18.0878619374206,17.6733717786534,17.736846939817,17.5420954330129,18.0397347261849,18.0332109946782,18.094965654716
"sp|O14979|HNRDL_HUMAN",1,1,9,1495448528,1790977072,1902201420,3417694680,3359623056,3511639364,21.3662776945163,21.3060271581563,21.1256920175215,21.952232090558,21.9793488206585,21.935094618914,21.125203893311,21.1709219822693,21.2405048292817,21.9629132560416,21.913384291263,21.9369367525779
"sp|O14980|XPO1_HUMAN",1,1,31,1266394821,1306578388,1868635103,1805632244,1720185576,1808323537,21.3484741098686,20.9906776395943,20.9594399769775,21.314176641084,21.315666030363,21.265698014975,21.1333181050943,21.1666739865347,21.1610801342872,21.3117270105154,21.3139877567809,21.3077619946262
"sp|O15020|SPTN2_HUMAN",1,1,4,76331077,62565222,30727660,0,26239060,0,17.2406737841198,17.9517201225848,18.1505907134616,NA,NA,17.0827596982278,18.1715429803705,17.8723883212727,17.8620132067323,17.1618305873955,17.3442496847619,17.7955152466777
"sp|O15027|SC16A_HUMAN",1,1,8,272186070,173142868,66432028,68818624,23532150,203131392,18.0116898475512,18.9696276382445,19.421996471266,18.046984963946,19.1293635788609,16.973878129245,19.26469360213,19.0236330419217,18.552058204345,17.1386615619108,17.3425975065791,16.0245846075317
"sp|O15031|PLXB2_HUMAN",1,1,26,410073422,521265446,844131274,1797100394,1311002472,1539653068,20.5538185783802,20.0717699632522,19.8318467796788,21.3094403107443,21.154822947473,20.9940579273097,20.1366483916593,19.903056203054,19.77199371458,21.1403166659574,20.979282092797,21.177393710506
"sp|O15042|SR140_HUMAN",1,1,17,364069035,451966991,589087677,556678819,499732659,785556357,20.1940855879231,19.9291197063687,19.7128540642119,20.1374990050076,20.4819027597445,20.0295838313931,19.8094086257017,20.7759413786645,20.2355194860963,20.3836862887867,20.5993925963292,19.690274235191
"sp|O15047|SET1A_HUMAN",1,0.66669816,2,73635808,0,0,39057528,0,77199632,NA,NA,18.1146419871249,17.4805461941597,18.1619052481443,NA,17.8628660037653,17.9980137384303,18.1267342477208,18.2285616652916,16.9651151856204,17.5775312901094
"sp|O15067|PUR4_HUMAN",1,1,3,68355864,45767728,44673680,0,53898032,9322570,17.6148950718469,17.6390897718959,18.040237911163,NA,16.0479488997224,17.8026045231533,17.4824309177681,18.0468184173058,17.8832111248547,16.00614000693,17.3434696865991,16.6694933672517
"sp|O15116|LSM1_HUMAN",1,0.9989386,1,15458620,0,0,0,0,0,NA,NA,16.5536773345262,NA,NA,NA,17.2005169363228,16.5004204956512,16.6404840946699,NA,NA,NA
"sp|O15118|NPC1_HUMAN",1,0.999990121,2,0,0,0,36336410,0,0,NA,NA,NA,17.4083308268393,NA,NA,NA,NA,NA,17.164592574151,18.0179495719327,16.7912211368249
"sp|O15126|SCAM1_HUMAN",1,1,3,28933320,68696260,117027348,211841072,200395120,174837720,18.577918209038,18.0452053161183,17.1805044301329,19.1713468911231,18.9793687873802,19.1158015755811,19.5147354783006,18.142631134529,19.6106685700359,19.0154260027083,19.1540438710998,19.1694460276195
"sp|O15127|SCAM2_HUMAN",1,1,4,68269616,116718788,56369568,83493600,122846160,120160776,17.8474399963775,18.5752780783004,18.0389753646533,18.240280540177,18.6043412040152,18.6264433988117,17.9011289226794,18.3007864382189,18.2266592143034,18.5122474902989,18.5753972250016,18.2137754964078
"sp|O15143|ARC1B_HUMAN",1,1,8,753665178,878539618,858051730,754550706,818499438,1585924366,20.5701749470101,20.5937715618996,20.44045876634,20.4416330386854,21.1844332704973,20.5229832681534,20.4939944879245,20.5484920159089,20.5551852080085,21.2452623809298,20.5470464422303,20.5556866440019
"sp|O15144|ARPC2_HUMAN",1,1,9,930352532,688977956,1243636188,1697599460,1693078124,1783445132,20.9413053351144,20.3507198342716,20.6510741389506,21.2524810077278,21.3018127980624,21.2498140843369,20.9665834159147,20.6664899397221,20.23227213236,21.2856773390596,21.2602615491045,21.2250286151921
"sp|O15145|ARPC3_HUMAN",1,1,5,206662870,151332846,262861590,146635682,213389240,229392358,19.3871381778471,18.834992247068,19.1465993761988,18.8034617147992,19.2509444491142,19.1786284738175,18.8663993803277,18.7842792004612,18.8907867400984,19.1292043722291,18.9138595931734,19.08993825083
"sp|O15162|PLS1_HUMAN",1,1,5,291039986,388764484,205862818,60489180,324544480,249032140,19.1427205728838,19.7784842786415,19.4889712246307,17.9179750640316,19.3330925224046,19.597933157134,19.5749801688216,19.7150287835834,19.8589003040882,18.8485850873677,17.5073717345647,19.7520111679663
"sp|O15164|TIF1A_HUMAN",1,1,5,20245702,18259390,5526375,71119000,59846070,47165489,15.5250426431837,16.7201900262204,16.8234530820757,18.0798650883287,17.6691730178699,17.9072863236519,16.1948525500384,16.52593727824,14.4774594185004,18.0633986275539,17.8835625594205,17.9275437934677
"sp|O15173|PGRC2_HUMAN",1,1,7,168947040,140021886,182260738,283911916,166456780,360042628,19.0209488461846,18.757309296927,18.9450958509948,19.4641745930879,19.7017329935155,18.9302462541086,19.0971766172666,18.7264473016389,18.7834763907984,19.5479976127376,18.9537995494528,19.4170889053996
"sp|O15212|PFD6_HUMAN",1,1,4,226709264,143909432,290254160,131356032,211061632,92208488,19.4862675109116,18.7846947152273,19.2391789792216,18.6934219961476,18.339562745027,19.1676607435757,19.5168155330917,18.5126708172514,19.1701367474247,18.9365024226353,18.828851477603,18.722151963744
"sp|O15226|NKRF_HUMAN",1,1,11,59804700,74226172,183002696,357131876,150280776,190214758,19.0250114429376,18.1226273683177,17.9065948111501,19.6936156720925,19.0636642970739,18.8280159423511,18.6281894714332,18.4601986278449,18.2273637670414,19.0025000656044,18.7292289026995,18.2425368175299
"sp|O15228|GNPAT_HUMAN",1,1,3,0,18229720,25162120,57260628,44263168,45169270,17.0408502469781,16.718563787239,NA,17.8631238250907,17.6259275463313,17.6056634670704,16.9343446558227,17.0327542013993,16.9679245760141,17.8136642408043,17.5879659775456,17.533715443798
"sp|O15230|LAMA5_HUMAN",1,1,8,67583138,211049170,50541750,48295680,0,0,17.7383102853636,19.1676016974677,18.0288690720286,17.6928526736289,NA,NA,17.8581155404722,19.1715804013037,17.8250991133414,17.6566242237151,17.113213997472,17.251955004164
"sp|O15231|ZN185_HUMAN",1,1,17,467086632,704805948,616980688,1239704256,1186851774,1183206716,20.2403482815419,20.3734330718242,19.9620253059234,20.9381386848911,20.8914941454773,20.894570070303,20.3567466932017,20.4414053434904,19.9508449567956,20.8937752498693,20.8970069301798,20.8688392182115
"sp|O15234|CASC3_HUMAN",1,0.988242868,1,0,0,0,0,0,6082495,NA,NA,NA,NA,15.6209255316091,NA,NA,NA,NA,15.9819642000774,15.6417478773381,15.5759899353475
"sp|O15243|OBRG_HUMAN",1,1,1,0,0,0,0,0,27932820,NA,NA,NA,NA,17.145312899527,NA,NA,NA,NA,16.8525367537866,17.2394034830252,17.2194398601881
"sp|O15254|ACOX3_HUMAN",1,1,3,0,20879200,41428288,56769392,37820935,44228468,17.5394744904868,16.8542640060685,NA,17.8545078652076,17.6048792121205,17.4483733432581,17.6167163375502,17.0211117458532,17.1855585490119,17.5542739440423,17.7653943216657,17.8066306452393
"sp|O15258|RER1_HUMAN",1,1,5,121649708,389841812,212513624,357039442,286968988,217354920,19.1745166572148,19.7812516045495,18.6166562268621,19.693356815434,19.1970421514438,19.4748847121363,18.2313541775707,19.3224709612805,19.9964849055359,19.7443673738239,19.0646126863608,19.6260238657631
"sp|O15260|SURF4_HUMAN",1,1,5,200897890,295559190,355198058,369112900,314881140,358519086,19.688186101725,19.5043796793207,19.1183073269923,19.7266131172676,19.6974924550806,19.5677057922484,19.1165622979402,19.8077626675713,19.3701520567516,19.650400466555,19.701889366589,19.5968967693558
"sp|O15269|SPTC1_HUMAN",1,1,4,19148950,97318608,80503357,126926440,146456860,71674502,18.2038094433826,18.3935007724481,16.7677584418005,18.659118264016,18.0876456216803,18.8022414720665,18.8970819060148,16.5226526199045,17.1641840457331,18.6611544394152,18.6152212385306,18.5356183490303
"sp|O15270|SPTC2_HUMAN",1,1,4,0,0,0,17227560,21267370,122766018,NA,NA,NA,16.6620209850111,18.6257908089971,16.8726845312004,NA,NA,NA,18.5943765357496,17.6635826920376,17.6335782351736
"sp|O15294|OGT1_HUMAN",1,1,7,33053610,32634850,37357210,65079868,120472060,54582340,17.4360364897355,17.3008912937486,17.3136413467387,17.9911258120402,17.8152209451726,18.6069284167897,17.3947760902972,17.1821712642524,17.4637702437637,17.9184595082837,18.1584475224008,18.3083992390006
"sp|O15321|TM9S1_HUMAN",1,0.99999935,2,28687540,0,0,0,60009860,0,NA,NA,17.1719734401196,NA,NA,17.9100194400185,17.2829898277746,17.574269902735,18.3534708986412,17.6117517239905,17.850369483959,17.6194545658507
"sp|O15347|HMGB3_HUMAN",1,0.999995803,2,0,34680888,43125840,11484530,0,0,17.579632911387,17.3616993150851,NA,16.256511470325,NA,NA,17.620114686742,17.4207678189298,17.554698176442,16.2020586046425,16.3945768800013,15.8340585100628
"sp|O15355|PPM1G_HUMAN",1,1,13,893407662,1059634816,1144765842,1140907676,856025816,1082458354,20.8584659482352,20.7811901725045,20.6105535430712,20.8550899895657,20.8025005450454,20.5678110925298,20.7638888004484,20.9726603840393,20.6552486586889,20.550847603979,20.5837884457811,20.7511212199743
"sp|O15371|EIF3D_HUMAN",1,1,13,926406998,1425098504,979571014,689283693,925132404,821375374,20.7026252929761,21.077506773892,20.6468242187268,20.3511634902425,20.5264907785162,20.6454474246927,21.1591604045605,20.8014092128566,20.4743222649764,20.4300150483963,20.3078130731063,20.3259996730321
"sp|O15372|EIF3H_HUMAN",1,1,6,574998070,564344992,800080096,654087984,728110672,513863900,20.5002224006205,20.1511763104008,20.1698772422343,20.2987524324829,20.0574690023652,20.4059636165848,20.2652341166852,20.1531131328961,20.4586956176434,20.3945772400345,20.1948520734174,20.1727928888427
"sp|O15382|BCAT2_HUMAN",1,1,6,0,16403360,17174740,134775134,186543344,142151823,16.6589502576757,16.6129967498586,NA,18.7191182735512,18.7724062204602,19.0441741775524,16.6883644480654,16.6264995392328,16.6494834137421,18.6615083436462,19.0238299171068,18.9522738059895
